person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_00251,Z_C2,2025-03-10 18:05:37,2025-03-10 18:05:59,22,M,teenager,2025-03-10,18
P_00183,Z_N9,2025-03-10 18:05:03,2025-03-10 18:06:03,60,M,young_adult,2025-03-10,18
P_00171,Z_C1,2025-03-10 18:05:36,2025-03-10 18:06:06,30,F,young_adult,2025-03-10,18
P_00284,Z_C2,2025-03-10 18:05:40,2025-03-10 18:06:10,30,F,teenager,2025-03-10,18
P_00225,Z_C3,2025-03-10 18:05:41,2025-03-10 18:06:10,29,F,adult,2025-03-10,18
P_00235,Z_C2,2025-03-10 18:05:55,2025-03-10 18:06:19,24,F,senior,2025-03-10,18
P_00031,Z_N6,2025-03-10 18:01:49,2025-03-10 18:06:20,271,M,adult,2025-03-10,18
P_00011,Z_C1,2025-03-10 18:05:59,2025-03-10 18:06:23,21,M,middle_aged,2025-03-10,18
P_00237,Z_C1,2025-03-10 18:06:02,2025-03-10 18:06:24,0,M,middle_aged,2025-03-10,18
P_00026,Z_C3,2025-03-10 18:06:01,2025-03-10 18:06:25,24,M,adult,2025-03-10,18
P_00271,Z_C1,2025-03-10 18:06:03,2025-03-10 18:06:35,32,M,young_adult,2025-03-10,18
P_00290,Z_C3,2025-03-10 18:06:07,2025-03-10 18:06:38,31,M,middle_aged,2025-03-10,18
P_00286,Z_E2,2025-03-10 18:06:31,2025-03-10 18:06:38,0,M,young_adult,2025-03-10,18
P_00183,Z_C2,2025-03-10 18:06:26,2025-03-10 18:06:44,18,M,young_adult,2025-03-10,18
P_00251,Z_C3,2025-03-10 18:06:27,2025-03-10 18:06:49,22,M,teenager,2025-03-10,18
P_00227,Z_N6,2025-03-10 18:02:39,2025-03-10 18:06:53,259,M,middle_aged,2025-03-10,18
P_00254,Z_N6,2025-03-10 18:02:01,2025-03-10 18:06:58,297,M,teenager,2025-03-10,18
P_00253,Z_N9,2025-03-10 18:03:24,2025-03-10 18:07:03,219,M,middle_aged,2025-03-10,18
P_00266,Z_C1,2025-03-10 18:06:34,2025-03-10 18:07:03,29,F,teenager,2025-03-10,18
P_00207,Z_S6,2025-03-10 18:05:35,2025-03-10 18:07:11,96,F,adult,2025-03-10,18
P_00007,Z_CK,2025-03-10 18:05:15,2025-03-10 18:07:13,118,F,adult,2025-03-10,18
P_00281,Z_N6,2025-03-10 18:03:49,2025-03-10 18:07:14,205,F,senior,2025-03-10,18
P_00259,Z_S2,2025-03-10 18:03:28,2025-03-10 18:07:14,226,M,middle_aged,2025-03-10,18
P_00235,Z_C3,2025-03-10 18:06:41,2025-03-10 18:07:16,35,F,senior,2025-03-10,18
P_00271,Z_C1,2025-03-10 18:07:10,2025-03-10 18:07:24,14,M,young_adult,2025-03-10,18
P_00254,Z_C2,2025-03-10 18:07:12,2025-03-10 18:07:35,23,M,teenager,2025-03-10,18
P_00271,Z_E2,2025-03-10 18:07:28,2025-03-10 18:07:35,0,M,young_adult,2025-03-10,18
P_00171,Z_S1,2025-03-10 18:06:34,2025-03-10 18:07:37,63,F,young_adult,2025-03-10,18
P_00253,Z_C2,2025-03-10 18:07:17,2025-03-10 18:07:40,21,M,middle_aged,2025-03-10,18
P_00248,Z_S2,2025-03-10 18:01:20,2025-03-10 18:07:41,381,F,senior,2025-03-10,18
P_00007,Z_E2,2025-03-10 18:07:34,2025-03-10 18:07:42,0,F,adult,2025-03-10,18
P_00184,Z_N2,2025-03-10 18:05:33,2025-03-10 18:07:44,225,F,adult,2025-03-10,18
P_00072,Z_N7,2025-03-10 18:04:49,2025-03-10 18:07:49,180,M,young_adult,2025-03-10,18
P_00291,Z_E2,2025-03-10 18:07:40,2025-03-10 18:07:52,12,M,middle_aged,2025-03-10,18
P_00259,Z_C2,2025-03-10 18:07:33,2025-03-10 18:07:54,0,M,middle_aged,2025-03-10,18
P_00171,Z_C2,2025-03-10 18:07:45,2025-03-10 18:07:57,12,F,young_adult,2025-03-10,18
P_00262,Z_N6,2025-03-10 18:03:38,2025-03-10 18:07:57,0,M,middle_aged,2025-03-10,18
P_00207,Z_C2,2025-03-10 18:07:35,2025-03-10 18:07:59,24,F,adult,2025-03-10,18
P_00183,Z_CK,2025-03-10 18:06:56,2025-03-10 18:08:04,258,M,young_adult,2025-03-10,18
P_00223,Z_N5,2025-03-10 18:06:00,2025-03-10 18:08:11,131,M,middle_aged,2025-03-10,18
P_00286,Z_C1,2025-03-10 18:08:00,2025-03-10 18:08:16,16,M,young_adult,2025-03-10,18
P_00283,Z_N10,2025-03-10 18:04:07,2025-03-10 18:08:19,186,M,young_adult,2025-03-10,18
P_00254,Z_C1,2025-03-10 18:07:47,2025-03-10 18:08:22,35,M,teenager,2025-03-10,18
P_00285,Z_N10,2025-03-10 18:05:13,2025-03-10 18:08:22,0,M,young_adult,2025-03-10,18
P_00007,Z_C1,2025-03-10 18:08:00,2025-03-10 18:08:25,27,F,adult,2025-03-10,18
P_00223,Z_C1,2025-03-10 18:08:14,2025-03-10 18:08:27,25,M,middle_aged,2025-03-10,18
P_00251,Z_N9,2025-03-10 18:07:05,2025-03-10 18:08:27,82,M,teenager,2025-03-10,18
P_00171,Z_C1,2025-03-10 18:08:22,2025-03-10 18:08:34,12,F,young_adult,2025-03-10,18
P_00253,Z_C3,2025-03-10 18:08:19,2025-03-10 18:08:35,15,M,middle_aged,2025-03-10,18
P_00262,Z_C3,2025-03-10 18:08:25,2025-03-10 18:08:40,0,M,middle_aged,2025-03-10,18
P_00184,Z_C1,2025-03-10 18:08:13,2025-03-10 18:08:40,0,F,adult,2025-03-10,18
P_00264,Z_C2,2025-03-10 18:08:08,2025-03-10 18:08:42,34,F,senior,2025-03-10,18
P_00183,Z_C2,2025-03-10 18:08:33,2025-03-10 18:08:43,0,M,young_adult,2025-03-10,18
P_00283,Z_E1,2025-03-10 18:08:33,2025-03-10 18:08:44,11,M,young_adult,2025-03-10,18
P_00259,Z_C1,2025-03-10 18:08:20,2025-03-10 18:08:45,0,M,middle_aged,2025-03-10,18
P_00265,Z_S1,2025-03-10 18:06:00,2025-03-10 18:08:45,165,M,young_adult,2025-03-10,18
P_00030,Z_E1,2025-03-10 18:08:45,2025-03-10 18:09:00,15,F,middle_aged,2025-03-10,18
P_00183,Z_N8,2025-03-10 18:08:48,2025-03-10 18:09:03,122,M,young_adult,2025-03-10,18
P_00253,Z_C2,2025-03-10 18:08:43,2025-03-10 18:09:04,21,M,middle_aged,2025-03-10,18
P_00248,Z_N3,2025-03-10 18:07:48,2025-03-10 18:09:09,81,F,senior,2025-03-10,18
P_00262,Z_C2,2025-03-10 18:09:01,2025-03-10 18:09:11,0,M,middle_aged,2025-03-10,18
P_00183,Z_C2,2025-03-10 18:09:08,2025-03-10 18:09:11,15,M,young_adult,2025-03-10,18
P_00262,Z_E1,2025-03-10 18:09:14,2025-03-10 18:09:22,0,M,middle_aged,2025-03-10,18
P_00223,Z_N2,2025-03-10 18:08:28,2025-03-10 18:09:23,303,M,middle_aged,2025-03-10,18
P_00265,Z_C2,2025-03-10 18:08:50,2025-03-10 18:09:23,16,M,young_adult,2025-03-10,18
P_00183,Z_C1,2025-03-10 18:09:14,2025-03-10 18:09:28,14,M,young_adult,2025-03-10,18
P_00283,Z_C2,2025-03-10 18:09:16,2025-03-10 18:09:32,0,M,young_adult,2025-03-10,18
P_00011,Z_CK,2025-03-10 18:06:41,2025-03-10 18:09:33,172,M,middle_aged,2025-03-10,18
P_00267,Z_CK,2025-03-10 18:04:43,2025-03-10 18:09:34,291,M,middle_aged,2025-03-10,18
P_00266,Z_CK,2025-03-10 18:07:27,2025-03-10 18:09:37,130,F,teenager,2025-03-10,18
P_00289,Z_N8,2025-03-10 18:03:48,2025-03-10 18:09:41,118,M,middle_aged,2025-03-10,18
P_00030,Z_C1,2025-03-10 18:09:19,2025-03-10 18:09:45,26,F,middle_aged,2025-03-10,18
P_00248,Z_C1,2025-03-10 18:09:17,2025-03-10 18:09:46,29,F,senior,2025-03-10,18
P_00011,Z_C1,2025-03-10 18:09:35,2025-03-10 18:09:51,24,M,middle_aged,2025-03-10,18
P_00183,Z_C3,2025-03-10 18:09:33,2025-03-10 18:09:55,25,M,young_adult,2025-03-10,18
P_00031,Z_N4,2025-03-10 18:06:54,2025-03-10 18:09:56,182,M,adult,2025-03-10,18
P_00266,Z_E2,2025-03-10 18:09:46,2025-03-10 18:09:57,11,F,teenager,2025-03-10,18
P_00291,Z_C1,2025-03-10 18:09:22,2025-03-10 18:09:59,29,M,middle_aged,2025-03-10,18
P_00011,Z_C2,2025-03-10 18:09:53,2025-03-10 18:10:02,0,M,middle_aged,2025-03-10,18
P_00223,Z_C3,2025-03-10 18:09:30,2025-03-10 18:10:02,32,M,middle_aged,2025-03-10,18
P_00265,Z_C3,2025-03-10 18:09:39,2025-03-10 18:10:04,0,M,young_adult,2025-03-10,18
P_00225,Z_N2,2025-03-10 18:06:19,2025-03-10 18:10:04,0,F,adult,2025-03-10,18
P_00290,Z_N7,2025-03-10 18:07:34,2025-03-10 18:10:05,151,M,middle_aged,2025-03-10,18
P_00072,Z_S5,2025-03-10 18:07:52,2025-03-10 18:10:05,133,M,young_adult,2025-03-10,18
P_00235,Z_N5,2025-03-10 18:07:29,2025-03-10 18:10:09,160,F,senior,2025-03-10,18
P_00289,Z_E2,2025-03-10 18:09:59,2025-03-10 18:10:10,11,M,middle_aged,2025-03-10,18
P_00267,Z_E1,2025-03-10 18:09:58,2025-03-10 18:10:10,12,M,middle_aged,2025-03-10,18
P_00183,Z_C1,2025-03-10 18:10:04,2025-03-10 18:10:13,0,M,young_adult,2025-03-10,18
P_00259,Z_S5,2025-03-10 18:08:51,2025-03-10 18:10:14,83,M,middle_aged,2025-03-10,18
P_00007,Z_S5,2025-03-10 18:08:41,2025-03-10 18:10:18,97,F,adult,2025-03-10,18
P_00072,Z_C2,2025-03-10 18:10:16,2025-03-10 18:10:28,12,M,young_adult,2025-03-10,18
P_00007,Z_C2,2025-03-10 18:10:27,2025-03-10 18:10:37,0,F,adult,2025-03-10,18
P_00184,Z_CK,2025-03-10 18:09:05,2025-03-10 18:10:48,103,F,adult,2025-03-10,18
P_00030,Z_C2,2025-03-10 18:10:13,2025-03-10 18:10:48,35,F,middle_aged,2025-03-10,18
P_00207,Z_C2,2025-03-10 18:10:36,2025-03-10 18:10:48,12,F,adult,2025-03-10,18
P_00259,Z_C1,2025-03-10 18:10:23,2025-03-10 18:10:49,26,M,middle_aged,2025-03-10,18
P_00237,Z_S4,2025-03-10 18:06:41,2025-03-10 18:10:49,248,M,middle_aged,2025-03-10,18
P_00268,Z_N8,2025-03-10 18:05:09,2025-03-10 18:10:50,0,M,young_adult,2025-03-10,18
P_00267,Z_C2,2025-03-10 18:10:25,2025-03-10 18:10:51,13,M,middle_aged,2025-03-10,18
P_00292,Z_E2,2025-03-10 18:10:48,2025-03-10 18:10:57,0,M,child,2025-03-10,18
P_00248,Z_C2,2025-03-10 18:10:33,2025-03-10 18:10:57,24,F,senior,2025-03-10,18
P_00289,Z_C2,2025-03-10 18:10:38,2025-03-10 18:10:57,0,M,middle_aged,2025-03-10,18
P_00251,Z_S2,2025-03-10 18:08:33,2025-03-10 18:10:58,145,M,teenager,2025-03-10,18
P_00026,Z_N7,2025-03-10 18:06:35,2025-03-10 18:11:02,267,M,adult,2025-03-10,18
P_00002,Z_N5,2025-03-10 18:06:11,2025-03-10 18:11:08,297,F,middle_aged,2025-03-10,18
P_00255,Z_CK,2025-03-10 18:04:49,2025-03-10 18:11:14,246,M,young_adult,2025-03-10,18
P_00268,Z_C3,2025-03-10 18:11:01,2025-03-10 18:11:16,15,M,young_adult,2025-03-10,18
P_00007,Z_C3,2025-03-10 18:10:59,2025-03-10 18:11:20,18,F,adult,2025-03-10,18
P_00184,Z_C3,2025-03-10 18:11:03,2025-03-10 18:11:21,0,F,adult,2025-03-10,18
P_00271,Z_N3,2025-03-10 18:07:59,2025-03-10 18:11:25,206,M,young_adult,2025-03-10,18
P_00237,Z_C1,2025-03-10 18:11:14,2025-03-10 18:11:25,11,M,middle_aged,2025-03-10,18
P_00207,Z_E1,2025-03-10 18:11:14,2025-03-10 18:11:31,17,F,adult,2025-03-10,18
P_00292,Z_C1,2025-03-10 18:11:16,2025-03-10 18:11:36,20,M,child,2025-03-10,18
P_00285,Z_E2,2025-03-10 18:11:24,2025-03-10 18:11:37,13,M,young_adult,2025-03-10,18
P_00251,Z_C2,2025-03-10 18:11:26,2025-03-10 18:11:38,12,M,teenager,2025-03-10,18
P_00002,Z_C1,2025-03-10 18:11:13,2025-03-10 18:11:41,28,F,middle_aged,2025-03-10,18
P_00026,Z_C2,2025-03-10 18:11:28,2025-03-10 18:11:44,16,M,adult,2025-03-10,18
P_00271,Z_E1,2025-03-10 18:11:28,2025-03-10 18:11:44,16,M,young_adult,2025-03-10,18
P_00171,Z_CK,2025-03-10 18:08:45,2025-03-10 18:11:46,181,F,young_adult,2025-03-10,18
P_00259,Z_C2,2025-03-10 18:11:16,2025-03-10 18:11:48,32,M,middle_aged,2025-03-10,18
P_00248,Z_C1,2025-03-10 18:11:27,2025-03-10 18:11:51,24,F,senior,2025-03-10,18
P_00253,Z_N9,2025-03-10 18:09:06,2025-03-10 18:11:55,169,M,middle_aged,2025-03-10,18
P_00289,Z_C3,2025-03-10 18:11:24,2025-03-10 18:11:58,34,M,middle_aged,2025-03-10,18
P_00011,Z_N6,2025-03-10 18:10:13,2025-03-10 18:12:02,109,M,middle_aged,2025-03-10,18
P_00265,Z_S5,2025-03-10 18:10:24,2025-03-10 18:12:04,100,M,young_adult,2025-03-10,18
P_00031,Z_N8,2025-03-10 18:10:11,2025-03-10 18:12:11,120,M,adult,2025-03-10,18
P_00251,Z_C3,2025-03-10 18:11:59,2025-03-10 18:12:12,13,M,teenager,2025-03-10,18
P_00292,Z_C2,2025-03-10 18:11:53,2025-03-10 18:12:19,26,M,child,2025-03-10,18
P_00011,Z_C3,2025-03-10 18:12:07,2025-03-10 18:12:21,14,M,middle_aged,2025-03-10,18
P_00026,Z_C1,2025-03-10 18:11:59,2025-03-10 18:12:22,23,M,adult,2025-03-10,18
P_00285,Z_C1,2025-03-10 18:11:58,2025-03-10 18:12:22,24,M,young_adult,2025-03-10,18
P_00171,Z_E2,2025-03-10 18:12:17,2025-03-10 18:12:26,0,F,young_adult,2025-03-10,18
P_00264,Z_N1,2025-03-10 18:09:43,2025-03-10 18:12:27,164,F,senior,2025-03-10,18
P_00293,Z_E1,2025-03-10 18:12:17,2025-03-10 18:12:32,15,F,young_adult,2025-03-10,18
P_00255,Z_N6,2025-03-10 18:11:17,2025-03-10 18:12:40,83,M,young_adult,2025-03-10,18
P_00265,Z_C2,2025-03-10 18:12:19,2025-03-10 18:12:45,12,M,young_adult,2025-03-10,18
P_00235,Z_CK,2025-03-10 18:10:10,2025-03-10 18:12:52,176,F,senior,2025-03-10,18
P_00255,Z_C2,2025-03-10 18:12:50,2025-03-10 18:12:52,20,M,young_adult,2025-03-10,18
P_00026,Z_C3,2025-03-10 18:12:29,2025-03-10 18:12:59,30,M,adult,2025-03-10,18
P_00171,Z_C1,2025-03-10 18:12:44,2025-03-10 18:13:04,20,F,young_adult,2025-03-10,18
P_00292,Z_C3,2025-03-10 18:12:37,2025-03-10 18:13:05,28,M,child,2025-03-10,18
P_00268,Z_N9,2025-03-10 18:11:24,2025-03-10 18:13:10,106,M,young_adult,2025-03-10,18
P_00285,Z_C2,2025-03-10 18:12:40,2025-03-10 18:13:10,0,M,young_adult,2025-03-10,18
P_00235,Z_C2,2025-03-10 18:12:55,2025-03-10 18:13:11,16,F,senior,2025-03-10,18
P_00072,Z_N10,2025-03-10 18:10:37,2025-03-10 18:13:12,155,M,young_adult,2025-03-10,18
P_00223,Z_CK,2025-03-10 18:10:20,2025-03-10 18:13:20,201,M,middle_aged,2025-03-10,18
P_00254,Z_N1,2025-03-10 18:08:54,2025-03-10 18:13:27,273,M,teenager,2025-03-10,18
P_00072,Z_C3,2025-03-10 18:13:19,2025-03-10 18:13:29,25,M,young_adult,2025-03-10,18
P_00227,Z_N2,2025-03-10 18:07:07,2025-03-10 18:13:31,136,M,middle_aged,2025-03-10,18
P_00026,Z_E2,2025-03-10 18:13:25,2025-03-10 18:13:35,0,M,adult,2025-03-10,18
P_00235,Z_E1,2025-03-10 18:13:24,2025-03-10 18:13:38,14,F,senior,2025-03-10,18
P_00290,Z_S6,2025-03-10 18:10:42,2025-03-10 18:13:38,176,M,middle_aged,2025-03-10,18
P_00256,Z_E1,2025-03-10 18:13:26,2025-03-10 18:13:41,15,M,teenager,2025-03-10,18
P_00072,Z_C1,2025-03-10 18:13:33,2025-03-10 18:13:42,0,M,young_adult,2025-03-10,18
P_00255,Z_C3,2025-03-10 18:13:12,2025-03-10 18:13:44,17,M,young_adult,2025-03-10,18
P_00283,Z_CK,2025-03-10 18:09:40,2025-03-10 18:13:46,0,M,young_adult,2025-03-10,18
P_00235,Z_C1,2025-03-10 18:13:39,2025-03-10 18:13:50,11,F,senior,2025-03-10,18
P_00253,Z_N3,2025-03-10 18:12:10,2025-03-10 18:13:50,100,M,middle_aged,2025-03-10,18
P_00254,Z_C2,2025-03-10 18:13:37,2025-03-10 18:13:57,20,M,teenager,2025-03-10,18
P_00237,Z_S5,2025-03-10 18:11:52,2025-03-10 18:13:59,127,M,middle_aged,2025-03-10,18
P_00183,Z_N5,2025-03-10 18:10:16,2025-03-10 18:14:04,228,M,young_adult,2025-03-10,18
P_00290,Z_E1,2025-03-10 18:13:55,2025-03-10 18:14:07,12,M,middle_aged,2025-03-10,18
P_00227,Z_E2,2025-03-10 18:13:48,2025-03-10 18:14:08,20,M,middle_aged,2025-03-10,18
P_00184,Z_N6,2025-03-10 18:11:55,2025-03-10 18:14:24,149,F,adult,2025-03-10,18
P_00183,Z_E1,2025-03-10 18:14:18,2025-03-10 18:14:25,0,M,young_adult,2025-03-10,18
P_00227,Z_C2,2025-03-10 18:14:10,2025-03-10 18:14:30,20,M,middle_aged,2025-03-10,18
P_00259,Z_N10,2025-03-10 18:12:14,2025-03-10 18:14:37,143,M,middle_aged,2025-03-10,18
P_00254,Z_C1,2025-03-10 18:14:11,2025-03-10 18:14:40,29,M,teenager,2025-03-10,18
P_00267,Z_CK,2025-03-10 18:11:21,2025-03-10 18:14:42,0,M,middle_aged,2025-03-10,18
P_00251,Z_N3,2025-03-10 18:12:25,2025-03-10 18:14:42,137,M,teenager,2025-03-10,18
P_00256,Z_C1,2025-03-10 18:14:11,2025-03-10 18:14:42,0,M,teenager,2025-03-10,18
P_00237,Z_C2,2025-03-10 18:14:11,2025-03-10 18:14:44,0,M,middle_aged,2025-03-10,18
P_00292,Z_N1,2025-03-10 18:13:18,2025-03-10 18:14:53,95,M,child,2025-03-10,18
P_00227,Z_C1,2025-03-10 18:14:54,2025-03-10 18:14:56,0,M,middle_aged,2025-03-10,18
P_00259,Z_C1,2025-03-10 18:15:05,2025-03-10 18:15:11,31,M,middle_aged,2025-03-10,18
P_00255,Z_N3,2025-03-10 18:13:47,2025-03-10 18:15:14,87,M,young_adult,2025-03-10,18
P_00237,Z_E2,2025-03-10 18:15:02,2025-03-10 18:15:16,14,M,middle_aged,2025-03-10,18
P_00235,Z_CK,2025-03-10 18:14:10,2025-03-10 18:15:18,136,F,senior,2025-03-10,18
P_00254,Z_C2,2025-03-10 18:14:57,2025-03-10 18:15:21,20,M,teenager,2025-03-10,18
P_00184,Z_C2,2025-03-10 18:14:55,2025-03-10 18:15:22,27,F,adult,2025-03-10,18
P_00271,Z_N4,2025-03-10 18:11:50,2025-03-10 18:15:23,213,M,young_adult,2025-03-10,18
P_00259,Z_E1,2025-03-10 18:15:13,2025-03-10 18:15:23,0,M,middle_aged,2025-03-10,18
P_00253,Z_N3,2025-03-10 18:13:52,2025-03-10 18:15:27,95,M,middle_aged,2025-03-10,18
P_00011,Z_N4,2025-03-10 18:12:25,2025-03-10 18:15:28,183,M,middle_aged,2025-03-10,18
P_00227,Z_C2,2025-03-10 18:15:00,2025-03-10 18:15:31,31,M,middle_aged,2025-03-10,18
P_00256,Z_C2,2025-03-10 18:15:13,2025-03-10 18:15:33,0,M,teenager,2025-03-10,18
P_00011,Z_C1,2025-03-10 18:15:32,2025-03-10 18:15:36,25,M,middle_aged,2025-03-10,18
P_00289,Z_N7,2025-03-10 18:12:41,2025-03-10 18:15:44,183,M,middle_aged,2025-03-10,18
P_00235,Z_E1,2025-03-10 18:15:29,2025-03-10 18:15:47,18,F,senior,2025-03-10,18
P_00031,Z_S1,2025-03-10 18:12:54,2025-03-10 18:15:49,175,M,adult,2025-03-10,18
P_00011,Z_N3,2025-03-10 18:15:41,2025-03-10 18:15:52,91,M,middle_aged,2025-03-10,18
P_00002,Z_S3,2025-03-10 18:11:55,2025-03-10 18:15:53,238,F,middle_aged,2025-03-10,18
P_00290,Z_C1,2025-03-10 18:14:30,2025-03-10 18:15:57,17,M,middle_aged,2025-03-10,18
P_00255,Z_C2,2025-03-10 18:15:37,2025-03-10 18:15:59,22,M,young_adult,2025-03-10,18
P_00265,Z_N1,2025-03-10 18:13:23,2025-03-10 18:16:02,159,M,young_adult,2025-03-10,18
P_00254,Z_C3,2025-03-10 18:15:38,2025-03-10 18:16:03,25,M,teenager,2025-03-10,18
P_00227,Z_C3,2025-03-10 18:15:42,2025-03-10 18:16:03,21,M,middle_aged,2025-03-10,18
P_00292,Z_N5,2025-03-10 18:15:14,2025-03-10 18:16:05,51,M,child,2025-03-10,18
P_00011,Z_C2,2025-03-10 18:15:55,2025-03-10 18:16:13,30,M,middle_aged,2025-03-10,18
P_00283,Z_CK,2025-03-10 18:13:58,2025-03-10 18:16:13,135,M,young_adult,2025-03-10,18
P_00007,Z_N7,2025-03-10 18:11:28,2025-03-10 18:16:16,288,F,adult,2025-03-10,18
P_00184,Z_C1,2025-03-10 18:15:54,2025-03-10 18:16:22,28,F,adult,2025-03-10,18
P_00030,Z_N2,2025-03-10 18:11:30,2025-03-10 18:16:24,294,F,middle_aged,2025-03-10,18
P_00248,Z_CK,2025-03-10 18:12:22,2025-03-10 18:16:26,0,F,senior,2025-03-10,18
P_00011,Z_C2,2025-03-10 18:16:18,2025-03-10 18:16:27,16,M,middle_aged,2025-03-10,18
P_00227,Z_C2,2025-03-10 18:16:19,2025-03-10 18:16:27,0,M,middle_aged,2025-03-10,18
P_00265,Z_C1,2025-03-10 18:16:17,2025-03-10 18:16:32,15,M,young_adult,2025-03-10,18
P_00254,Z_C1,2025-03-10 18:16:04,2025-03-10 18:16:34,30,M,teenager,2025-03-10,18
P_00253,Z_C2,2025-03-10 18:15:57,2025-03-10 18:16:35,0,M,middle_aged,2025-03-10,18
P_00002,Z_C2,2025-03-10 18:16:18,2025-03-10 18:16:35,17,F,middle_aged,2025-03-10,18
P_00289,Z_C1,2025-03-10 18:16:24,2025-03-10 18:16:41,17,M,middle_aged,2025-03-10,18
P_00265,Z_E1,2025-03-10 18:16:34,2025-03-10 18:16:43,0,M,young_adult,2025-03-10,18
P_00183,Z_N9,2025-03-10 18:14:27,2025-03-10 18:16:44,64,M,young_adult,2025-03-10,18
P_00255,Z_C2,2025-03-10 18:16:15,2025-03-10 18:16:48,33,M,young_adult,2025-03-10,18
P_00292,Z_C2,2025-03-10 18:16:26,2025-03-10 18:16:48,22,M,child,2025-03-10,18
P_00235,Z_E1,2025-03-10 18:16:40,2025-03-10 18:16:53,13,F,senior,2025-03-10,18
P_00011,Z_E2,2025-03-10 18:16:39,2025-03-10 18:16:53,14,M,middle_aged,2025-03-10,18
P_00007,Z_E1,2025-03-10 18:16:45,2025-03-10 18:16:54,0,F,adult,2025-03-10,18
P_00030,Z_C2,2025-03-10 18:16:47,2025-03-10 18:17:04,17,F,middle_aged,2025-03-10,18
P_00072,Z_N10,2025-03-10 18:13:46,2025-03-10 18:17:05,199,M,young_adult,2025-03-10,18
P_00002,Z_C3,2025-03-10 18:16:44,2025-03-10 18:17:06,22,F,middle_aged,2025-03-10,18
P_00255,Z_C1,2025-03-10 18:16:57,2025-03-10 18:17:08,11,M,young_adult,2025-03-10,18
P_00227,Z_C3,2025-03-10 18:16:46,2025-03-10 18:17:09,23,M,middle_aged,2025-03-10,18
P_00262,Z_N3,2025-03-10 18:09:54,2025-03-10 18:17:12,358,M,middle_aged,2025-03-10,18
P_00011,Z_C1,2025-03-10 18:17:00,2025-03-10 18:17:14,31,M,middle_aged,2025-03-10,18
P_00207,Z_C2,2025-03-10 18:16:49,2025-03-10 18:17:14,25,F,adult,2025-03-10,18
P_00265,Z_C2,2025-03-10 18:16:59,2025-03-10 18:17:17,18,M,young_adult,2025-03-10,18
P_00253,Z_C1,2025-03-10 18:17:01,2025-03-10 18:17:20,0,M,middle_aged,2025-03-10,18
P_00256,Z_N8,2025-03-10 18:16:30,2025-03-10 18:17:21,51,M,teenager,2025-03-10,18
P_00292,Z_C1,2025-03-10 18:17:02,2025-03-10 18:17:34,32,M,child,2025-03-10,18
P_00227,Z_C2,2025-03-10 18:17:23,2025-03-10 18:17:37,14,M,middle_aged,2025-03-10,18
P_00291,Z_C1,2025-03-10 18:17:07,2025-03-10 18:17:38,0,M,middle_aged,2025-03-10,18
P_00256,Z_C1,2025-03-10 18:17:32,2025-03-10 18:17:43,11,M,teenager,2025-03-10,18
P_00030,Z_C1,2025-03-10 18:17:35,2025-03-10 18:17:51,16,F,middle_aged,2025-03-10,18
P_00259,Z_S3,2025-03-10 18:16:03,2025-03-10 18:17:53,110,M,middle_aged,2025-03-10,18
P_00007,Z_C1,2025-03-10 18:17:27,2025-03-10 18:17:56,23,F,adult,2025-03-10,18
P_00265,Z_C1,2025-03-10 18:17:30,2025-03-10 18:17:59,29,M,young_adult,2025-03-10,18
P_00268,Z_N8,2025-03-10 18:13:54,2025-03-10 18:17:59,245,M,young_adult,2025-03-10,18
P_00207,Z_C1,2025-03-10 18:17:36,2025-03-10 18:17:59,0,F,adult,2025-03-10,18
P_00011,Z_N5,2025-03-10 18:17:19,2025-03-10 18:18:05,149,M,middle_aged,2025-03-10,18
P_00031,Z_E2,2025-03-10 18:17:55,2025-03-10 18:18:12,17,M,adult,2025-03-10,18
P_00007,Z_C2,2025-03-10 18:18:05,2025-03-10 18:18:19,14,F,adult,2025-03-10,18
P_00171,Z_S3,2025-03-10 18:13:29,2025-03-10 18:18:21,292,F,young_adult,2025-03-10,18
P_00259,Z_C1,2025-03-10 18:18:07,2025-03-10 18:18:23,16,M,middle_aged,2025-03-10,18
P_00256,Z_C2,2025-03-10 18:18:06,2025-03-10 18:18:25,19,M,teenager,2025-03-10,18
P_00011,Z_C2,2025-03-10 18:18:06,2025-03-10 18:18:26,20,M,middle_aged,2025-03-10,18
P_00223,Z_S4,2025-03-10 18:13:47,2025-03-10 18:18:32,300,M,middle_aged,2025-03-10,18
P_00294,Z_E2,2025-03-10 18:18:24,2025-03-10 18:18:39,15,F,middle_aged,2025-03-10,18
P_00183,Z_CK,2025-03-10 18:16:55,2025-03-10 18:18:42,121,M,young_adult,2025-03-10,18
P_00256,Z_C3,2025-03-10 18:18:41,2025-03-10 18:18:50,0,M,teenager,2025-03-10,18
P_00259,Z_C2,2025-03-10 18:18:26,2025-03-10 18:18:59,33,M,middle_aged,2025-03-10,18
P_00171,Z_C2,2025-03-10 18:18:41,2025-03-10 18:19:00,19,F,young_adult,2025-03-10,18
P_00007,Z_C3,2025-03-10 18:18:40,2025-03-10 18:19:03,23,F,adult,2025-03-10,18
P_00223,Z_C3,2025-03-10 18:18:43,2025-03-10 18:19:04,21,M,middle_aged,2025-03-10,18
P_00271,Z_N9,2025-03-10 18:15:40,2025-03-10 18:19:08,0,M,young_adult,2025-03-10,18
